test_pcntl	year2	year3	year4	year5	year6	year7	year8	year9	year10	year11	year12	year13	year14	year15	momrace1	momrace2	mage	mom_grade	momtest	spouse_yn	spouse_age	spouse_grade	csex2	childage	family_size	fincome	cpubid	momid
67	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	12	12	1	34	15	0	7	1.38629	2.491286836	96701	967
81	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	48	14	35	1	35	14	1	6	1.60944	2.491901038	179901	1799
64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	16	41	1	38	12	0	6	1.38629	2.492048968	651501	6515
50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	11	52	1	31	12	0	7	1.38629	2.49306148	86202	862
84	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	17	90	1	39	17	0	8	1.60944	2.493125796	180402	1804
88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	12	80	1	49	13	0	6	1.38629	2.493547666	568603	5686
81	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	46	16	64	1	48	12	0	7	1.79176	2.493732603	21104	211
28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	33	14	56	1	32	13	0	7	1.38629	2.494030898	103801	1038
21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	13	31	1	39	14	1	8	1.38629	2.495190744	465101	4651
68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	12	64	0	0	0	1	6	1.09861	2.496111648	449502	4495
44	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	12	65	1	38	12	0	7	1.38629	2.496275249	9701	97
88	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	50	15	74	1	50	12	1	6	1.38629	2.496588823	685202	6852
71	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	45	12	64	1	45	16	1	7	1.38629	2.497864663	1202202	12022
35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	45	1	27	13	1	8	1.79176	2.498017561	484203	4842
35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	45	1	27	13	1	8	1.79176	2.498017561	484202	4842
14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	38	16	29	1	37	12	1	10	1.09861	2.498749032	730502	7305
77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	12	42	1	43	15	1	7	1.38629	2.499010859	23102	231
50	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	18	82	0	0	0	1	8	1.09861	2.499307199	74302	743
87	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	16	99	1	35	16	1	7	1.38629	2.499307199	443701	4437
73	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	30	12	25	1	36	16	0	8	1.60944	2.4993863	586103	5861
16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35	16	42	1	35	12	1	9	1.38629	2.500582507	254401	2544
75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	44	18	50	1	35	16	0	6	1.38629	2.500935022	364103	3641
96	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	16	62	1	46	12	1	7	1.09861	2.501100633	18401	184
23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	44	12	63	1	39	12	0	9	1.38629	2.501100633	54804	548
72	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	15	25	1	43	16	1	10	1.38629	2.501408672	544202	5442
77	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	12	29	1	37	12	0	7	1.38629	2.501970431	598602	5986
90	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	17	59	1	35	16	0	6	1.38629	2.501970431	757802	7578
99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	12	42	1	38	16	1	7	1.94591	2.502920194	25504	255
21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	13	0	0	0	1	8	2.07944	2.502988897	727502	7275
84	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	16	97	1	34	16	1	6	1.38629	2.503029367	2701	27
86	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	36	13	51	1	37	16	0	8	1.94591	2.503443739	112304	1123
51	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	14	71	1	43	12	1	8	1.60944	2.503569756	43103	431
96	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	41	12	80	1	42	12	1	8	1.60944	2.503764385	799701	7997
68	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	16	96	1	46	20	1	11	1.38629	2.504043667	501902	5019
71	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50	20	89	1	51	16	0	14	1.38629	2.505068723	469203	4692
88	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	32	12	70	1	34	16	1	7	1.38629	2.506296808	205801	2058
46	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	47	16	53	1	48	16	0	8	1.09861	2.506441119	387601	3876
61	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	52	1	31	12	0	8	1.38629	2.506933506	471301	4713
55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	16	26	1	45	14	0	9	1.79176	2.507199524	79203	792
68	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	25	1	29	12	1	6	1.60944	2.507742111	178602	1786
96	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	25	1	29	12	0	8	1.60944	2.507742111	178601	1786
44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	40	12	49	1	41	14	1	9	1.38629	2.507873578	576702	5767
5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	39	11	6	1	40	16	1	10	2.07944	2.508751114	344704	3447
87	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	86	1	39	16	0	6	1.38629	2.508983276	1181602	11816
52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	12	65	1	40	12	0	7	1.38629	2.510045845	9702	97
54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	34	14	40	1	37	19	1	6	1.38629	2.510561207	238801	2388
73	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	37	12	18	1	44	12	1	8	1.60944	2.510687223	899603	8996
11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	13	26	0	0	0	0	11	1.09861	2.510798412	352402	3524
97	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	12	59	1	44	12	1	8	1.09861	2.511331761	3701	37
71	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	36	12	53	1	37	14	0	6	1.38629	2.511577292	742201	7422
73	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	42	12	25	1	42	13	1	7	1.60944	2.512108323	574103	5741
59	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	12	48	1	40	14	1	9	1.79176	2.512315951	190501	1905
45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	12	48	1	40	14	0	7	1.79176	2.512315951	190502	1905
47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	23	0	0	0	0	6	1.94591	2.512569152	768801	7688
34	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	38	16	71	1	39	14	0	8	1.38629	2.512796061	101702	1017
71	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	30	12	12	1	31	14	1	7	1.38629	2.514424178	579802	5798
68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	12	95	1	36	12	0	6	1.38629	2.514424178	1201801	12018
75	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	1	1	32	16	0	7	1.09861	2.514424178	526501	5265
36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	13	63	1	41	16	0	7	1.60944	2.515460425	23603	236
95	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	45	19	84	0	0	0	1	8	1.09861	2.515460425	75202	752
36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	12	25	1	41	12	0	7	1.38629	2.516059896	528802	5288
10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	14	55	1	41	18	1	9	1.60944	2.516390225	367903	3679
77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37	12	37	0	0	0	1	7	.693147	2.516443481	320601	3206
99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	16	92	1	39	12	1	7	1.38629	2.51647316	509902	5099
89	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	16	97	1	37	16	1	7	1.60944	2.517628374	330303	3303
74	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	18	56	1	39	16	0	7	1.60944	2.517980425	708402	7084
84	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	13	57	1	44	16	0	9	1.60944	2.520100805	1602	16
98	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	13	57	1	44	16	1	6	1.60944	2.520100805	1603	16
91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	13	73	1	35	16	0	8	1.38629	2.520376576	167102	1671
83	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	13	73	1	35	16	1	8	1.38629	2.520376576	167101	1671
92	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	16	88	1	43	18	0	7	1.38629	2.52090326	1191902	11919
91	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	18	85	1	41	18	1	7	1.38629	2.523158159	391301	3913
27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	16	80	1	39	16	0	8	1.38629	2.523698652	65001	650
46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	54	1	31	12	0	8	1.09861	2.523742453	365101	3651
96	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	47	1	38	16	1	6	1.38629	2.523742453	125401	1254
69	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	37	12	48	1	39	12	1	8	1.60944	2.524645947	519802	5198
61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	17	65	1	37	17	0	7	1.38629	2.524683499	482601	4826
91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	16	86	1	32	16	1	7	1.38629	2.524817738	230101	2301
94	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	46	17	89	1	56	17	0	7	1.38629	2.525859205	204202	2042
43	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	41	16	40	1	41	18	0	8	1.79176	2.527021247	683903	6839
95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16	85	1	31	17	1	7	1.94591	2.527803547	184401	1844
27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37	13	72	1	36	16	0	8	1.38629	2.529723941	453402	4534
54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	13	26	1	35	12	1	7	1.38629	2.531614616	352401	3524
95	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	17	90	1	41	17	0	6	1.60944	2.532097022	180403	1804
30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	16	85	1	30	16	0	7	1.38629	2.532176123	534101	5341
72	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	19	89	0	0	0	0	8	1.38629	2.53408723	90602	906
37	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	43	14	33	1	44	12	0	9	1.94591	2.53408723	808304	8083
81	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	43	14	33	1	44	12	0	11	1.94591	2.53408723	808303	8083
75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	46	16	51	1	48	12	1	6	1.09861	2.535428656	893101	8931
85	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	44	16	56	1	45	18	1	7	1.79176	2.537879095	392304	3923
62	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	12	79	1	46	18	1	7	1.38629	2.538033919	24403	244
58	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	12	48	1	30	12	0	8	1.38629	2.538535059	149302	1493
82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	39	1	31	12	1	6	1.94591	2.540731582	210204	2102
42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	14	42	1	41	16	0	7	1.60944	2.540740029	938102	9381
58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	34	12	25	1	34	13	1	7	1.38629	2.54171076	574102	5741
92	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	35	14	27	1	37	15	1	7	1.79176	2.541790968	1032902	10329
90	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36	15	36	1	41	15	0	8	1.38629	2.541790968	12402	124
83	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32	14	61	1	34	15	0	7	1.79176	2.543838063	1256602	12566
85	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	17	79	1	37	16	1	10	1.60944	2.544115681	104901	1049
84	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	14	84	1	42	16	1	7	1.38629	2.544287849	287701	2877
94	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	17	58	1	36	13	1	9	1.38629	2.544304795	355801	3558
47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34	14	91	1	35	16	1	6	1.60944	2.545407938	66001	660
52	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	14	77	1	34	16	1	8	1.38629	2.545533955	251001	2510
57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37	16	87	1	37	20	0	8	1.60944	2.547509301	45902	459
47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	16	41	1	43	16	1	8	1.38629	2.547509301	368701	3687
54	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	36	12	35	1	33	12	0	8	1.09861	2.547509301	223201	2232
82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	16	21	1	29	12	0	6	1.38629	2.5477928	768901	7689
44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	15	49	1	41	13	0	7	1.38629	2.548957168	1130902	11309
50	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	44	14	75	1	39	16	1	10	1.79176	2.549805677	823504	8235
69	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	14	80	1	38	12	0	8	1.09861	2.550007123	16001	160
80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	40	17	19	1	40	15	1	9	1.09861	2.55008652	769101	7691
20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	12	42	1	45	16	1	8	1.60944	2.552227564	346702	3467
76	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	43	12	40	1	45	12	1	8	1.09861	2.552393927	324501	3245
74	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	19	74	1	43	16	1	7	1.38629	2.552393927	123102	1231
82	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	44	16	55	1	42	19	0	7	1.60944	2.552393927	340202	3402
69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	15	29	1	42	12	1	8	1.79176	2.552393927	347604	3476
95	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	14	84	1	36	12	0	6	1.60944	2.552728298	18002	180
89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	84	1	36	12	0	10	1.60944	2.552728298	18001	180
94	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	34	16	69	1	33	16	1	7	1.38629	2.554213488	1030901	10309
48	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	13	84	1	46	13	0	10	1.09861	2.5544575	437902	4379
89	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	14	82	1	38	16	0	9	1.79176	2.554614165	348602	3486
36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	29	1	35	12	0	8	1.60944	2.554994996	743801	7438
73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	16	31	1	35	16	0	7	1.38629	2.555456428	395301	3953
66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	13	11	1	33	7	1	7	1.60944	2.556511043	793001	7930
36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	8	6	1	34	12	1	7	1.94591	2.556532275	141404	1414
91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	47	1	39	16	1	6	1.38629	2.5582268	125402	1254
18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	29	12	33	1	33	17	1	9	1.38629	2.55901359	145402	1454
54	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	11	35	1	39	12	0	8	1.38629	2.559205341	302302	3023
54	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	38	13	14	1	44	12	0	7	1.60944	2.559205341	633903	6339
73	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	18	79	0	0	0	0	8	.693147	2.560922799	442401	4424
61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	12	80	1	36	12	1	7	1.38629	2.561003963	207202	2072
80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	37	14	56	1	36	13	0	8	1.38629	2.561011684	103802	1038
54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	16	74	1	32	12	0	6	1.38629	2.561079869	224302	2243
88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	16	94	1	42	16	0	8	1.38629	2.562033293	36902	369
70	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	16	53	1	35	18	1	7	1.38629	2.562344258	66501	665
78	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	14	77	1	42	16	0	8	1.60944	2.562344258	251003	2510
60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	37	16	67	1	37	16	0	7	1.09861	2.563142556	212401	2124
7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	33	13	8	1	36	12	0	9	1.79176	2.566483581	835703	8357
73	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	34	13	17	1	36	12	0	7	1.79176	2.567353191	984404	9844
77	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35	18	69	1	40	16	0	7	1.38629	2.567353191	97401	974
99	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	46	14	39	1	47	15	1	6	1.79176	2.569240155	62203	622
78	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	14	54	1	41	12	0	8	1.60944	2.569593061	93603	936
82	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	46	1	37	11	0	6	1.60944	2.570262468	24001	240
89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	16	87	1	32	16	1	7	1.38629	2.570457762	5801	58
96	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	12	47	1	43	12	0	7	1.79176	2.570766163	373501	3735
98	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37	16	74	1	40	14	1	6	1.38629	2.571914928	108202	1082
75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37	12	12	1	36	15	0	7	1.38629	2.571914928	96702	967
57	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	43	16	52	1	35	16	1	9	1.38629	2.572196555	547401	5474
70	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	15	54	1	35	16	1	7	1.60944	2.57243661	1176901	11769
91	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	17	53	1	37	18	1	7	1.38629	2.572816188	66502	665
84	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39	16	85	1	39	17	1	7	2.07944	2.572907358	184406	1844
45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	10	5	1	27	7	1	7	1.60944	2.573288189	268302	2683
90	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	35	14	65	1	39	20	1	9	1.38629	2.573818895	582101	5821
87	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	16	53	1	41	18	1	6	1.60944	2.574561337	405703	4057
84	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	37	1	27	12	1	7	1.38629	2.577960924	4401	44
53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	12	15	1	32	12	0	7	1.38629	2.579931973	19701	197
68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	12	63	1	33	15	0	7	1.79176	2.580128064	14301	143
92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	19	67	1	42	18	0	8	1.38629	2.580725426	262601	2626
70	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	43	18	79	1	41	16	0	7	1.60944	2.580981384	104903	1049
93	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	43	18	79	1	41	16	0	7	1.60944	2.580981384	104902	1049
58	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	14	74	0	0	0	0	7	.693147	2.581011681	243701	2437
54	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	41	1	42	12	1	8	1.79176	2.581562024	207603	2076
89	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	37	14	89	1	38	14	1	7	1.38629	2.581805217	1177701	11777
99	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	14	35	1	41	13	1	8	1.38629	2.582194859	471702	4717
87	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	46	15	55	1	44	19	1	6	1.60944	2.582403114	340203	3402
44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	12	56	1	45	16	0	7	1.38629	2.582901706	446502	4465
44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	37	16	50	1	41	12	0	7	1.38629	2.582901706	463202	4632
97	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	15	39	1	39	15	0	6	1.60944	2.582901706	62202	622
96	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	18	89	1	42	16	1	8	1.60944	2.582901706	228702	2287
47	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	12	56	1	45	16	1	11	1.38629	2.582901706	446501	4465
88	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	17	87	1	36	16	1	8	1.60944	2.584312171	5802	58
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	13	89	1	29	16	1	10	1.60944	2.584468896	377901	3779
56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	14	42	1	27	12	1	8	1.79176	2.58472962	413201	4132
79	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	12	59	1	37	12	0	8	1.38629	2.58494439	162902	1629
86	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	14	42	1	39	15	1	7	1.79176	2.585681837	304801	3048
56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	14	42	1	29	12	1	6	1.94591	2.585681837	413203	4132
20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	35	11	47	1	38	14	1	8	1.79176	2.585681837	1018304	10183
15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	14	42	1	29	12	1	8	1.94591	2.585681837	413202	4132
99	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	35	17	76	1	38	16	0	8	1.79176	2.586237054	848804	8488
71	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	16	64	1	45	12	0	9	1.94591	2.586447468	538704	5387
73	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	20	80	1	33	20	1	7	1.79176	2.588062957	213901	2139
82	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	12	59	1	43	14	1	7	1.38629	2.588321773	1207602	12076
84	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	38	17	80	1	43	16	1	8	1.60944	2.588989902	55802	558
96	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	46	15	74	1	46	12	0	7	1.38629	2.589069364	685201	6852
38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	12	22	1	36	14	0	10	1.38629	2.590581132	530501	5305
60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	9	14	1	35	16	0	7	1.60944	2.591162436	413302	4133
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	77	1	30	12	0	7	1.60944	2.591975786	379101	3791
23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	14	59	1	35	16	0	9	1.60944	2.592239238	391901	3919
47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	12	27	1	38	14	0	8	1.79176	2.592959255	249202	2492
71	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	16	79	1	39	14	1	8	1.38629	2.593712622	28202	282
76	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42	13	95	1	41	16	1	8	1.60944	2.593766384	343202	3432
97	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	16	63	1	48	16	1	8	1.09861	2.595331735	2001	20
60	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	16	99	1	39	16	0	7	1.38629	2.597266131	443702	4437
82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12	31	1	29	14	0	6	1.60944	2.597969105	1187601	11876
68	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	33	12	46	1	36	16	0	7	1.38629	2.598753919	305804	3058
47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	14	97	1	36	18	0	7	1.60944	2.598753919	284103	2841
47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	14	54	1	32	14	0	6	1.60944	2.598753919	389901	3899
47	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	14	61	1	39	11	0	8	1.38629	2.599074565	542801	5428
67	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	12	33	1	45	14	0	7	1.38629	2.599277513	554602	5546
56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	12	63	1	35	15	0	6	1.79176	2.599403059	14302	143
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	12	22	1	28	15	1	7	1.38629	2.599725032	825701	8257
92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	12	2	0	0	0	1	7	1.79176	2.599725032	421001	4210
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	17	76	1	27	16	1	7	1.79176	2.601582954	848801	8488
88	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	45	16	92	1	50	15	1	6	1.60944	2.601660169	487303	4873
64	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	20	92	1	37	16	0	6	1.38629	2.601944891	188002	1880
81	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	12	61	1	40	14	1	8	1.38629	2.601997486	373901	3739
99	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	19	67	1	44	18	1	7	1.38629	2.602355201	262602	2626
