"C0000100","C0000200","C0005300","C0005400","C0005500","C0005700","C0005701","C0005702","C0007000","C0054101","C0057501","C0058701","C0059901","C0061100","C0061112","C0061116","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C0093100","C0093110","C0093200","C0093800","C0099300","C0099310","C0099400","C0100000","C0105500","C0105510","C0105600","C0106200","C0111700","C0111710","C0111800","C0112400","C0119400","C0120000","C0120010","C0120100","C0125800","C0126400","C0126500","C0126600","C0127617","C0127623","C0127624","C0127625","C0127917","C0127923","C0127924","C0127925","C0128017","C0128023","C0128024","C0128025","C0580600","C0800100","C0999300","C1199300","C1508300","C1565200","C1800600","C1988000","C1988500","C1988600","C1988700","C2494000","C2494500","C2494600","C2494700","C2504200","C2521800","C2522300","C2522400","C2522500","C2532700","C2792300","C2792800","C2792900","C2793000","C2803500","C3101800","C3102300","C3102400","C3102500","C3112000","C3602400","C3604100","C3604600","C3604700","C3604800","C3615700","C3982400","C3984100","C3984600","C3984700","C3984800","C3994300","C5526200","C5528000","C5528500","C5528600","C5528700","C5538300","C5802500","C5804300","C5804800","C5804900","C5805000","C5814100","Y2267000","Y3299900"
358601,3586,3,1,8,1989,-7,-7,26,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,0,-7,-7,2,0,-7,-7,3,0,-7,-7,1,1,0,-7,-7,3,1,29,12,4,1,31,12,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,85,88,3,0,-7,-7,3,0,-7,-7,64,3,0,-7,-7,56,3,0,-7,-7,-7,3,0,-7,-7,-7,13,2,0,-7,-7,-7,13,2,0,-7,-7,-7,14,2,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
358602,3586,3,1,12,1991,-7,-7,28,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,0,-7,-7,2,0,-7,-7,3,0,-7,-7,1,1,0,-7,-7,3,1,29,12,4,1,31,12,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,0,-7,-7,3,0,-7,-7,59,3,0,-7,-7,78,3,0,-7,-7,70,3,0,-7,-7,-7,13,2,0,-7,-7,-7,13,2,0,-7,-7,-7,14,2,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
359401,3594,3,1,12,1981,-7,-7,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,1,1,24,12,3,1,26,12,3,1,28,12,4,4,1,30,12,1,0,-7,-7,1,0,-7,-7,4,0,-7,-7,5,1,35,12,-7,30,-7,59,84,-7,-7,5,1,37,12,5,1,39,12,-7,5,1,41,12,-7,5,1,43,12,-7,5,1,45,12,-7,12,4,1,47,12,-7,12,3,1,48,12,-7,12,2,1,51,12,-7,12,1,0,-7,-7,-7,512,-7
359402,3594,3,1,1,1986,-7,-7,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,1,1,24,12,3,1,26,12,3,1,28,12,4,4,1,30,12,1,0,-7,-7,1,0,-7,-7,4,0,-7,-7,5,1,35,12,-7,-7,-7,-3,92,87,90,5,1,37,12,5,1,39,12,89,5,1,41,12,-7,5,1,43,12,-7,5,1,45,12,-7,12,4,1,47,12,-7,12,3,1,48,12,-7,12,2,1,51,12,-7,12,1,0,-7,-7,-7,512,-7
359403,3594,3,2,2,1993,-7,-7,34,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,1,1,24,12,3,1,26,12,3,1,28,12,4,4,1,30,12,1,0,-7,-7,1,0,-7,-7,4,0,-7,-7,5,1,35,12,-7,-7,-7,-7,-7,-7,-7,5,1,37,12,5,1,39,12,72,5,1,41,12,81,5,1,43,12,87,5,1,45,12,73,12,4,1,47,12,-7,12,3,1,48,12,-7,12,2,1,51,12,-7,12,1,0,-7,-7,-7,512,-7
359701,3597,3,1,10,1980,-7,-7,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,1,1,23,12,3,1,25,12,4,1,27,12,5,6,1,30,12,6,1,32,13,6,1,34,13,6,1,36,13,3,0,-7,-7,95,73,77,74,53,-7,-7,3,0,-7,-7,4,0,-7,-7,-7,6,1,39,13,-7,5,1,41,13,-7,5,1,43,13,-7,14,4,1,45,13,-7,14,3,1,47,13,-7,14,3,1,49,13,-7,14,3,1,52,13,-7,512,-7
359702,3597,3,2,2,1984,-7,-7,25,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,1,1,23,12,3,1,25,12,4,1,27,12,5,6,1,30,12,6,1,32,13,6,1,34,13,6,1,36,13,3,0,-7,-7,-7,-7,-7,80,59,35,88,3,0,-7,-7,4,0,-7,-7,-7,6,1,39,13,-7,5,1,41,13,-7,5,1,43,13,-7,14,4,1,45,13,-7,14,3,1,47,13,-7,14,3,1,49,13,-7,14,3,1,52,13,-7,512,-7
359703,3597,3,1,8,1985,-7,-7,26,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,1,1,23,12,3,1,25,12,4,1,27,12,5,6,1,30,12,6,1,32,13,6,1,34,13,6,1,36,13,3,0,-7,-7,-7,-7,-7,-7,10,3,6,3,0,-7,-7,4,0,-7,-7,-7,6,1,39,13,-7,5,1,41,13,-7,5,1,43,13,-7,14,4,1,45,13,-7,14,3,1,47,13,-7,14,3,1,49,13,-7,14,3,1,52,13,-7,512,-7
359704,3597,3,2,5,1987,-7,-7,28,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,1,1,23,12,3,1,25,12,4,1,27,12,5,6,1,30,12,6,1,32,13,6,1,34,13,6,1,36,13,3,0,-7,-7,-7,-7,-7,-7,58,50,64,3,0,-7,-7,4,0,-7,-7,21,6,1,39,13,-7,5,1,41,13,-7,5,1,43,13,-7,14,4,1,45,13,-7,14,3,1,47,13,-7,14,3,1,49,13,-7,14,3,1,52,13,-7,512,-7
359705,3597,3,2,5,2002,-7,-7,43,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,1,1,23,12,3,1,25,12,4,1,27,12,5,6,1,30,12,6,1,32,13,6,1,34,13,6,1,36,13,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,0,-7,-7,4,0,-7,-7,-7,6,1,39,13,-7,5,1,41,13,-7,5,1,43,13,-7,14,4,1,45,13,-3,14,3,1,47,13,80,14,3,1,49,13,91,14,3,1,52,13,75,512,-7
360101,3601,3,2,2,1986,-7,-7,22,9,11,13,13,13,13,13,13,13,13,13,13,15,16,1,13,6,6,0,-7,-7,6,1,23,12,2,1,25,12,3,3,1,28,12,4,1,30,12,5,1,32,12,5,1,34,12,5,1,36,12,-7,-7,-7,87,69,43,39,5,1,38,12,5,1,40,12,33,5,1,42,12,-7,5,1,44,12,-7,4,1,46,12,-7,16,3,1,48,12,-7,16,4,1,50,12,-7,16,3,1,52,12,-7,16,2,1,55,12,-7,512,-7
360102,3601,3,2,8,1989,-7,-7,25,9,11,13,13,13,13,13,13,13,13,13,13,15,16,1,13,6,6,0,-7,-7,6,1,23,12,2,1,25,12,3,3,1,28,12,4,1,30,12,5,1,32,12,5,1,34,12,5,1,36,12,-7,-7,-7,-7,-7,96,47,5,1,38,12,5,1,40,12,93,5,1,42,12,89,5,1,44,12,-7,4,1,46,12,-7,16,3,1,48,12,-7,16,4,1,50,12,-7,16,3,1,52,12,-7,16,2,1,55,12,-7,512,-7
360103,3601,3,2,10,1991,-7,-7,27,9,11,13,13,13,13,13,13,13,13,13,13,15,16,1,13,6,6,0,-7,-7,6,1,23,12,2,1,25,12,3,3,1,28,12,4,1,30,12,5,1,32,12,5,1,34,12,5,1,36,12,-7,-7,-7,-7,-7,-7,-3,5,1,38,12,5,1,40,12,78,5,1,42,12,82,5,1,44,12,50,4,1,46,12,-7,16,3,1,48,12,-7,16,4,1,50,12,-7,16,3,1,52,12,-7,16,2,1,55,12,-7,512,-7
360301,3603,3,1,12,1985,-7,-7,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,1,23,12,2,1,25,12,2,1,27,12,3,3,1,30,12,4,1,32,12,4,1,34,12,4,1,36,12,4,1,38,12,-7,-7,-7,47,66,51,83,4,1,40,12,4,1,42,12,-7,4,1,44,12,-7,4,1,46,12,-7,3,1,48,12,-7,12,3,1,49,12,-7,12,3,1,51,12,-7,12,4,1,54,12,-7,12,3,1,57,12,-7,512,-7
360302,3603,3,1,6,1988,6,1988,28,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,1,23,12,2,1,25,12,2,1,27,12,3,3,1,30,12,4,1,32,12,4,1,34,12,4,1,36,12,4,1,38,12,-7,-7,-7,-7,-7,-7,-7,4,1,40,12,4,1,42,12,-7,4,1,44,12,-7,4,1,46,12,-7,3,1,48,12,-7,12,3,1,49,12,-7,12,3,1,51,12,-7,12,4,1,54,12,-7,12,3,1,57,12,-7,512,-7
360303,3603,3,1,11,1989,-7,-7,29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,1,23,12,2,1,25,12,2,1,27,12,3,3,1,30,12,4,1,32,12,4,1,34,12,4,1,36,12,4,1,38,12,-7,-7,-7,-7,-7,-7,29,4,1,40,12,4,1,42,12,31,4,1,44,12,28,4,1,46,12,-7,3,1,48,12,-7,12,3,1,49,12,-7,12,3,1,51,12,-7,12,4,1,54,12,-7,12,3,1,57,12,-7,512,-7
360501,3605,3,1,8,1988,-7,-7,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,1,0,-7,-7,1,0,-7,-7,1,1,33,12,2,2,1,35,12,4,1,37,12,4,1,39,12,4,1,41,12,4,1,43,12,-7,-7,-7,-7,-7,73,80,4,1,45,12,4,1,48,12,46,4,1,50,12,22,4,1,51,12,-7,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,0,-7,-7,-7,512,-7
360502,3605,3,2,8,1988,-7,-7,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,1,0,-7,-7,1,0,-7,-7,1,1,33,12,2,2,1,35,12,4,1,37,12,4,1,39,12,4,1,41,12,4,1,43,12,-7,-7,-7,-7,-3,71,92,4,1,45,12,4,1,48,12,50,4,1,50,12,50,4,1,51,12,-7,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,0,-7,-7,-7,512,5
360601,3606,3,1,12,1980,-7,-7,20,12,13,13,13,13,13,13,13,13,13,13,13,13,13,0,-7,-7,2,1,25,12,3,1,27,12,4,1,29,12,5,5,1,31,12,5,1,33,12,5,1,35,12,5,1,37,12,5,1,39,12,95,71,83,86,82,-7,-7,5,1,41,12,5,1,43,12,-7,4,1,45,12,-7,3,1,47,12,-7,2,1,49,12,-7,12,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,2,1,54,12,-7,512,-7
360602,3606,3,1,10,1982,-7,-7,21,12,13,13,13,13,13,13,13,13,13,13,13,13,13,0,-7,-7,2,1,25,12,3,1,27,12,4,1,29,12,5,5,1,31,12,5,1,33,12,5,1,35,12,5,1,37,12,5,1,39,12,-7,-7,39,41,57,55,-7,5,1,41,12,5,1,43,12,-7,4,1,45,12,-7,3,1,47,12,-7,2,1,49,12,-7,12,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,2,1,54,12,-7,512,-7
360603,3606,3,2,12,1984,-7,-7,23,12,13,13,13,13,13,13,13,13,13,13,13,13,13,0,-7,-7,2,1,25,12,3,1,27,12,4,1,29,12,5,5,1,31,12,5,1,33,12,5,1,35,12,5,1,37,12,5,1,39,12,-7,-7,-7,69,80,79,94,5,1,41,12,5,1,43,12,-7,4,1,45,12,-7,3,1,47,12,-7,2,1,49,12,-7,12,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,2,1,54,12,-7,512,-7
360901,3609,3,2,8,1989,-7,-7,29,13,13,13,13,13,13,14,14,14,14,14,14,14,14,0,-7,-7,4,0,-7,-7,4,0,-7,-7,1,1,26,12,2,2,1,29,12,3,1,31,12,3,1,33,12,4,1,35,12,4,1,37,12,-7,-7,-7,-7,-7,80,74,5,1,39,12,5,1,41,12,72,4,0,-7,-7,90,4,0,-7,-7,-7,4,0,-7,-7,-7,13,4,0,-7,-7,-7,13,4,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
360902,3609,3,2,8,1994,-7,-7,34,13,13,13,13,13,13,14,14,14,14,14,14,14,14,0,-7,-7,4,0,-7,-7,4,0,-7,-7,1,1,26,12,2,2,1,29,12,3,1,31,12,3,1,33,12,4,1,35,12,4,1,37,12,-7,-7,-7,-7,-7,-7,-7,5,1,39,12,5,1,41,12,-7,4,0,-7,-7,73,4,0,-7,-7,54,4,0,-7,-7,49,13,4,0,-7,-7,23,13,4,0,-7,-7,-7,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
360903,3609,3,1,11,1997,-7,-7,37,13,13,13,13,13,13,14,14,14,14,14,14,14,14,0,-7,-7,4,0,-7,-7,4,0,-7,-7,1,1,26,12,2,2,1,29,12,3,1,31,12,3,1,33,12,4,1,35,12,4,1,37,12,-7,-7,-7,-7,-7,-7,-7,5,1,39,12,5,1,41,12,-7,4,0,-7,-7,-7,4,0,-7,-7,54,4,0,-7,-7,74,13,4,0,-7,-7,31,13,4,0,-7,-7,25,14,3,0,-7,-7,-7,14,3,0,-7,-7,-7,512,-7
361001,3610,3,2,11,1984,-7,-7,26,12,12,12,12,12,12,12,12,12,13,13,13,15,15,1,23,16,2,1,25,18,2,1,27,19,2,0,-7,-7,3,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,-7,-7,82,88,85,60,87,2,0,-7,-7,2,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,1,0,-7,-7,-7,512,-7
361101,3611,3,2,9,1983,-7,-7,23,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,0,-7,-7,4,1,23,16,3,1,25,16,4,4,1,27,16,4,1,29,16,4,1,31,16,5,1,33,16,5,1,35,16,-7,-7,30,78,43,83,-7,5,1,37,16,5,1,39,16,-7,5,1,41,16,-7,5,1,43,16,-7,5,1,45,16,-7,12,5,1,47,16,-7,12,3,1,48,16,-7,12,3,1,51,16,-7,12,3,1,54,16,-7,512,-7
361102,3611,3,2,12,1985,-7,-7,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,0,-7,-7,4,1,23,16,3,1,25,16,4,4,1,27,16,4,1,29,16,4,1,31,16,5,1,33,16,5,1,35,16,-7,-7,-7,47,85,68,74,5,1,37,16,5,1,39,16,-7,5,1,41,16,-7,5,1,43,16,-7,5,1,45,16,-7,12,5,1,47,16,-7,12,3,1,48,16,-7,12,3,1,51,16,-7,12,3,1,54,16,-7,512,-7
361103,3611,3,2,12,1992,-7,-7,32,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,5,0,-7,-7,4,1,23,16,3,1,25,16,4,4,1,27,16,4,1,29,16,4,1,31,16,5,1,33,16,5,1,35,16,-7,-7,-7,-7,-7,-7,-7,5,1,37,16,5,1,39,16,39,5,1,41,16,28,5,1,43,16,25,5,1,45,16,34,12,5,1,47,16,-7,12,3,1,48,16,-7,12,3,1,51,16,-7,12,3,1,54,16,-7,512,-7
361301,3613,3,2,8,1987,-7,-7,30,12,12,12,12,13,13,13,13,13,13,13,13,13,13,0,-7,-7,1,0,-7,-7,1,0,-7,-7,1,1,23,12,2,3,1,25,12,3,1,27,12,3,1,29,12,3,1,31,12,3,1,33,12,-7,-7,-7,-7,75,74,51,3,1,35,12,3,1,37,12,65,3,1,39,12,-7,3,1,40,12,-7,3,1,42,12,-7,12,4,1,44,12,-7,13,3,1,47,12,-7,13,2,1,49,12,-7,13,2,1,52,12,-7,512,-7
361401,3614,3,2,11,1982,-7,-7,23,12,16,16,16,16,16,16,16,16,16,17,17,19,18,0,-7,-7,4,1,29,15,2,1,31,15,3,1,33,16,3,4,1,36,16,4,1,38,16,4,1,40,18,4,1,42,19,4,1,43,19,-7,82,58,74,87,75,-7,4,1,45,18,4,1,48,18,-7,4,1,49,18,-7,4,1,51,18,-7,4,1,53,18,-7,18,2,1,55,18,-7,19,2,1,57,18,-7,20,2,1,60,18,-7,20,2,1,63,18,-7,512,-7
361402,3614,3,1,7,1987,-7,-7,28,12,16,16,16,16,16,16,16,16,16,17,17,19,18,0,-7,-7,4,1,29,15,2,1,31,15,3,1,33,16,3,4,1,36,16,4,1,38,16,4,1,40,18,4,1,42,19,4,1,43,19,-7,-7,-7,-7,-1,71,98,4,1,45,18,4,1,48,18,83,4,1,49,18,-7,4,1,51,18,-7,4,1,53,18,-7,18,2,1,55,18,-7,19,2,1,57,18,-7,20,2,1,60,18,-7,20,2,1,63,18,-7,512,-7
362401,3624,3,1,1,1991,1,1991,28,11,13,15,16,16,16,16,16,16,16,16,16,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,1,1,0,-7,-7,2,1,33,19,2,1,35,19,3,1,37,19,3,1,39,19,-7,-7,-7,-7,-7,-7,-7,3,1,41,19,3,1,43,19,-7,3,1,45,19,-7,3,1,47,19,-7,3,1,49,19,-7,16,3,1,51,19,-7,16,3,1,53,19,-7,16,3,1,55,19,-7,16,2,1,58,19,-7,512,-7
362402,3624,3,2,8,1992,-7,-7,30,11,13,15,16,16,16,16,16,16,16,16,16,16,16,0,-7,-7,5,0,-7,-7,5,0,-7,-7,5,0,-7,-7,1,1,0,-7,-7,2,1,33,19,2,1,35,19,3,1,37,19,3,1,39,19,-7,-7,-7,-7,-7,-7,-7,3,1,41,19,3,1,43,19,85,3,1,45,19,70,3,1,47,19,91,3,1,49,19,98,16,3,1,51,19,-7,16,3,1,53,19,-7,16,3,1,55,19,-7,16,2,1,58,19,-7,512,-7
362601,3626,3,2,5,1986,-7,-7,27,15,16,16,16,16,16,16,16,16,16,16,16,16,17,0,-7,-7,1,0,-7,-7,1,1,30,12,2,1,32,12,2,3,1,34,12,4,1,37,12,4,1,38,12,4,1,40,12,3,0,-7,-7,-7,-7,-7,56,56,30,20,3,0,-7,-7,3,0,-7,-7,75,3,0,-7,-7,-7,3,0,-7,-7,-7,3,0,-7,-7,-7,16,2,0,-7,-7,-7,16,2,0,-7,-7,-7,16,3,0,-7,-7,-7,16,1,0,-7,-7,-7,512,-7
362602,3626,3,1,11,1989,-7,-7,31,15,16,16,16,16,16,16,16,16,16,16,16,16,17,0,-7,-7,1,0,-7,-7,1,1,30,12,2,1,32,12,2,3,1,34,12,4,1,37,12,4,1,38,12,4,1,40,12,3,0,-7,-7,-7,-7,-7,-7,-7,-7,62,3,0,-7,-7,3,0,-7,-7,59,3,0,-7,-7,48,3,0,-7,-7,-7,3,0,-7,-7,-7,16,2,0,-7,-7,-7,16,2,0,-7,-7,-7,16,3,0,-7,-7,-7,16,1,0,-7,-7,-7,512,-7
363101,3631,3,2,4,1985,-7,-7,22,-7,-7,-7,-7,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,1,24,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
363301,3633,3,2,4,1985,-7,-7,22,10,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,7,1,19,12,3,1,22,12,2,1,23,12,3,7,1,26,12,8,1,28,12,4,1,30,12,4,1,32,12,3,0,-7,-7,-7,-7,-7,97,81,64,72,4,0,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,-7
363302,3633,3,2,3,1988,-7,-7,24,10,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,7,1,19,12,3,1,22,12,2,1,23,12,3,7,1,26,12,8,1,28,12,4,1,30,12,4,1,32,12,3,0,-7,-7,-7,-7,-7,-7,56,86,78,4,0,-7,-7,4,0,-7,-7,28,4,0,-7,-7,-3,4,0,-7,-7,-7,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,-7
363303,3633,3,2,2,1998,-7,-7,34,10,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,7,1,19,12,3,1,22,12,2,1,23,12,3,7,1,26,12,8,1,28,12,4,1,30,12,4,1,32,12,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,64,2,0,-7,-7,50,12,2,0,-7,-7,43,12,2,0,-7,-7,18,12,2,0,-7,-7,22,12,2,0,-7,-7,-7,512,3
363501,3635,3,1,10,1979,-7,-7,17,9,9,9,9,9,9,13,13,13,13,13,13,13,13,0,-7,-7,8,1,26,12,4,1,23,12,4,1,25,12,4,4,1,28,12,4,1,30,12,4,1,32,12,4,1,34,12,4,1,36,12,-7,8,25,30,-7,-7,-7,4,1,38,12,4,1,40,12,-7,4,1,42,13,-7,4,1,44,13,-7,4,1,44,13,-7,10,4,1,47,13,-7,13,3,1,49,13,-7,12,3,1,52,13,-7,12,3,1,55,13,-7,512,-7
363502,3635,3,2,11,1981,-7,-7,19,9,9,9,9,9,9,13,13,13,13,13,13,13,13,0,-7,-7,8,1,26,12,4,1,23,12,4,1,25,12,4,4,1,28,12,4,1,30,12,4,1,32,12,4,1,34,12,4,1,36,12,-7,-3,-3,-7,1,-7,-7,4,1,38,12,4,1,40,12,-7,4,1,42,13,-7,4,1,44,13,-7,4,1,44,13,-7,10,4,1,47,13,-7,13,3,1,49,13,-7,12,3,1,52,13,-7,12,3,1,55,13,-7,512,5
363701,3637,3,1,4,1975,-7,-7,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,26,12,3,1,27,12,4,1,30,12,4,0,-7,-7,2,3,1,28,12,3,1,32,12,4,1,32,12,3,1,34,12,1,0,-7,-7,35,73,-7,60,-7,-7,-7,1,0,-7,-7,1,0,-7,-7,-7,2,1,42,12,-7,2,1,44,12,-7,2,1,45,12,-7,12,2,1,47,12,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
363702,3637,3,1,3,1976,6,1977,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,26,12,3,1,27,12,4,1,30,12,4,0,-7,-7,2,3,1,28,12,3,1,32,12,4,1,32,12,3,1,34,12,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,-7,-7,1,0,-7,-7,-7,2,1,42,12,-7,2,1,44,12,-7,2,1,45,12,-7,12,2,1,47,12,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
363703,3637,3,2,10,1980,-7,-7,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,26,12,3,1,27,12,4,1,30,12,4,0,-7,-7,2,3,1,28,12,3,1,32,12,4,1,32,12,3,1,34,12,1,0,-7,-7,-7,85,67,68,25,-7,-7,1,0,-7,-7,1,0,-7,-7,-7,2,1,42,12,-7,2,1,44,12,-7,2,1,45,12,-7,12,2,1,47,12,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
364101,3641,3,2,5,1981,-7,-7,21,12,12,12,12,12,13,13,13,14,14,16,17,18,18,0,-7,-7,4,0,-7,-7,2,0,-7,-7,5,0,-7,-7,5,5,0,-7,-7,3,1,21,14,4,1,23,14,4,1,25,15,4,1,27,15,-7,96,83,95,67,-7,-7,4,1,29,15,5,1,31,16,-7,5,1,33,16,-7,4,1,35,16,-7,4,1,37,16,-7,18,4,1,39,16,-7,18,4,1,41,16,-7,-7,-7,-7,-7,-7,-7,18,3,1,44,16,-7,512,-7
364102,3641,3,2,12,1990,-7,-7,30,12,12,12,12,12,13,13,13,14,14,16,17,18,18,0,-7,-7,4,0,-7,-7,2,0,-7,-7,5,0,-7,-7,5,5,0,-7,-7,3,1,21,14,4,1,23,14,4,1,25,15,4,1,27,15,-7,-7,-7,-7,-7,-7,47,4,1,29,15,5,1,31,16,22,5,1,33,16,32,4,1,35,16,65,4,1,37,16,-7,18,4,1,39,16,-7,18,4,1,41,16,-7,-7,-7,-7,-7,-7,-7,18,3,1,44,16,-7,512,-7
364103,3641,3,1,7,1998,-7,-7,38,12,12,12,12,12,13,13,13,14,14,16,17,18,18,0,-7,-7,4,0,-7,-7,2,0,-7,-7,5,0,-7,-7,5,5,0,-7,-7,3,1,21,14,4,1,23,14,4,1,25,15,4,1,27,15,-7,-7,-7,-7,-7,-7,-7,4,1,29,15,5,1,31,16,-7,5,1,33,16,-7,4,1,35,16,75,4,1,37,16,54,18,4,1,39,16,77,18,4,1,41,16,68,-7,-7,-7,-7,-7,-7,18,3,1,44,16,-7,512,-7
364701,3647,3,1,6,1978,-7,-7,15,9,9,9,9,9,9,9,-7,9,9,9,9,9,9,0,-7,-7,7,0,-7,-7,3,0,-7,-7,3,1,24,12,8,3,1,33,12,6,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,9,1,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,-7
364702,3647,3,1,3,1980,-7,-7,16,9,9,9,9,9,9,9,-7,9,9,9,9,9,9,0,-7,-7,7,0,-7,-7,3,0,-7,-7,3,1,24,12,8,3,1,33,12,6,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,6,0,-7,-7,-7,-3,-3,-3,-7,-7,-7,4,0,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,9,1,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,-7
364703,3647,3,1,5,1981,-7,-7,18,9,9,9,9,9,9,9,-7,9,9,9,9,9,9,0,-7,-7,7,0,-7,-7,3,0,-7,-7,3,1,24,12,8,3,1,33,12,6,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,6,0,-7,-7,-7,77,-3,-3,-7,-7,-7,4,0,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,9,1,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,512,-7
