"C0000100","C0000200","C0005300","C0005400","C0005500","C0005700","C0005701","C0005702","C0007000","C0054101","C0057501","C0058701","C0059901","C0061100","C0061112","C0061116","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C0093100","C0093110","C0093200","C0093800","C0099300","C0099310","C0099400","C0100000","C0105500","C0105510","C0105600","C0106200","C0111700","C0111710","C0111800","C0112400","C0119400","C0120000","C0120010","C0120100","C0125800","C0126400","C0126500","C0126600","C0127617","C0127623","C0127624","C0127625","C0127917","C0127923","C0127924","C0127925","C0128017","C0128023","C0128024","C0128025","C0580600","C0800100","C0999300","C1199300","C1508300","C1565200","C1800600","C1988000","C1988500","C1988600","C1988700","C2494000","C2494500","C2494600","C2494700","C2504200","C2521800","C2522300","C2522400","C2522500","C2532700","C2792300","C2792800","C2792900","C2793000","C2803500","C3101800","C3102300","C3102400","C3102500","C3112000","C3602400","C3604100","C3604600","C3604700","C3604800","C3615700","C3982400","C3984100","C3984600","C3984700","C3984800","C3994300","C5526200","C5528000","C5528500","C5528600","C5528700","C5538300","C5802500","C5804300","C5804800","C5804900","C5805000","C5814100","Y2267000","Y3299900"
354408,3544,2,1,2,1990,-7,-7,27,9,11,12,12,11,11,11,11,11,11,11,11,11,11,0,-7,-7,2,0,-7,-7,3,0,-7,-7,6,0,-7,-7,2,3,0,-7,-7,3,0,-7,-7,5,0,-7,-7,6,1,31,11,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,6,1,37,12,1,5,0,-7,-7,-3,4,0,-7,-7,1,4,0,-7,-7,-7,12,4,0,-7,-7,-7,12,4,0,-7,-7,-7,13,4,0,-7,-7,-7,13,8,1,52,11,-7,512,1
354501,3545,2,1,7,1985,-7,-7,22,10,12,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,7,0,-7,-7,7,0,-7,-7,1,1,24,15,3,4,1,27,16,5,1,29,16,5,1,31,16,5,1,33,16,5,1,35,16,-7,-7,95,87,84,72,77,4,0,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,3,0,-7,-7,-7,5,0,-7,-7,-7,13,3,0,-7,-7,-7,13,3,0,-7,-7,-7,14,1,0,-7,-7,-7,14,1,0,-7,-7,-7,512,-7
354502,3545,2,2,5,1987,-7,-7,23,10,12,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,7,0,-7,-7,7,0,-7,-7,1,1,24,15,3,4,1,27,16,5,1,29,16,5,1,31,16,5,1,33,16,5,1,35,16,-7,-7,-7,-3,93,92,93,4,0,-7,-7,4,0,-7,-7,73,4,0,-7,-7,-7,3,0,-7,-7,-7,5,0,-7,-7,-7,13,3,0,-7,-7,-7,13,3,0,-7,-7,-7,14,1,0,-7,-7,-7,14,1,0,-7,-7,-7,512,-7
354503,3545,2,2,4,1990,-7,-7,26,10,12,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,7,0,-7,-7,7,0,-7,-7,1,1,24,15,3,4,1,27,16,5,1,29,16,5,1,31,16,5,1,33,16,5,1,35,16,-7,-7,-7,-7,-7,88,82,4,0,-7,-7,4,0,-7,-7,93,4,0,-7,-7,34,3,0,-7,-7,88,5,0,-7,-7,-7,13,3,0,-7,-7,-7,13,3,0,-7,-7,-7,14,1,0,-7,-7,-7,14,1,0,-7,-7,-7,512,-7
354601,3546,2,2,2,1988,-7,-7,23,9,11,13,15,15,15,15,15,15,15,15,15,15,15,0,-7,-7,7,0,-7,-7,7,0,-7,-7,6,0,-7,-7,1,5,0,-7,-7,2,0,-7,-7,3,1,29,16,3,1,32,16,4,1,34,16,-7,-7,-7,-7,47,64,43,4,1,36,16,4,1,37,16,39,4,1,40,16,65,4,1,42,16,-7,4,1,43,16,-7,17,4,1,45,16,-7,16,3,1,47,16,-7,16,3,1,50,16,-7,16,3,1,53,16,-7,512,-7
354602,3546,2,2,9,1994,-7,-7,30,9,11,13,15,15,15,15,15,15,15,15,15,15,15,0,-7,-7,7,0,-7,-7,7,0,-7,-7,6,0,-7,-7,1,5,0,-7,-7,2,0,-7,-7,3,1,29,16,3,1,32,16,4,1,34,16,-7,-7,-7,-7,-7,-7,-7,4,1,36,16,4,1,37,16,-7,4,1,40,16,77,4,1,42,16,87,4,1,43,16,23,17,4,1,45,16,36,16,3,1,47,16,-7,16,3,1,50,16,-7,16,3,1,53,16,-7,512,-7
354701,3547,2,2,3,1986,-7,-7,26,13,13,13,14,14,14,14,14,14,14,14,14,14,14,1,23,12,2,1,25,12,4,1,27,12,2,1,29,12,3,3,1,31,12,3,1,33,12,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,-7,-7,-7,-3,85,71,47,2,0,-7,-7,3,1,43,12,-7,3,1,45,12,-7,3,1,47,12,-7,3,1,49,12,-7,15,2,1,51,12,-7,15,2,1,53,12,-7,15,3,1,56,12,-7,-7,-7,-7,-7,-7,-7,512,-7
354801,3548,2,2,7,1984,-7,-7,21,11,12,12,12,12,12,12,12,14,14,14,14,14,14,0,-7,-7,6,0,-7,-7,6,1,20,12,2,1,-3,12,3,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,68,93,65,57,32,4,0,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,3,0,-7,-7,-7,14,3,0,-7,-7,-7,12,3,0,-7,-7,-7,13,3,0,-7,-7,-7,13,3,0,-7,-7,-7,512,-7
354802,3548,2,1,2,1988,-7,-7,25,11,12,12,12,12,12,12,12,14,14,14,14,14,14,0,-7,-7,6,0,-7,-7,6,1,20,12,2,1,-3,12,3,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,-7,47,77,55,4,0,-7,-7,4,0,-7,-7,60,4,0,-7,-7,30,4,0,-7,-7,-7,3,0,-7,-7,-7,14,3,0,-7,-7,-7,12,3,0,-7,-7,-7,13,3,0,-7,-7,-7,13,3,0,-7,-7,-7,512,-7
354803,3548,2,1,12,1993,-7,-7,31,11,12,12,12,12,12,12,12,14,14,14,14,14,14,0,-7,-7,6,0,-7,-7,6,1,20,12,2,1,-3,12,3,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,4,0,-7,-7,61,4,0,-7,-7,83,4,0,-7,-7,13,3,0,-7,-7,63,14,3,0,-7,-7,-7,12,3,0,-7,-7,-7,13,3,0,-7,-7,-7,13,3,0,-7,-7,-7,512,-7
354901,3549,3,2,4,1987,-7,-7,25,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,3,0,-7,-7,1,0,-7,-7,3,1,27,12,2,3,1,30,12,4,1,32,12,4,1,33,12,4,1,35,12,4,1,37,12,-7,-7,-7,-7,58,65,38,4,1,39,12,4,1,42,12,86,4,1,44,12,-7,4,1,46,12,-7,5,1,46,12,-7,12,4,1,49,12,-7,12,5,1,51,12,-7,12,3,1,54,12,-7,12,4,1,57,12,-7,512,5
354902,3549,3,1,1,1990,-7,-7,27,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,3,0,-7,-7,1,0,-7,-7,3,1,27,12,2,3,1,30,12,4,1,32,12,4,1,33,12,4,1,35,12,4,1,37,12,-7,-7,-7,-7,-7,78,85,4,1,39,12,4,1,42,12,91,4,1,44,12,82,4,1,46,12,80,5,1,46,12,-7,12,4,1,49,12,-7,12,5,1,51,12,-7,12,3,1,54,12,-7,12,4,1,57,12,-7,512,3
355101,3551,3,2,5,1992,-7,-7,30,11,12,14,15,16,16,16,16,16,16,16,16,16,16,0,-7,-7,7,-3,-3,-3,-3,0,-7,-7,6,0,-7,-7,6,1,0,-7,-7,1,0,-7,-7,3,1,33,16,4,1,35,16,4,1,37,16,-7,-7,-7,-7,-7,-7,-7,4,1,39,16,4,1,41,16,64,4,1,43,16,75,4,1,45,16,66,4,1,46,16,78,16,4,1,48,16,-7,16,4,1,50,16,-7,16,3,0,-7,-7,-7,16,3,0,-7,-7,-7,512,-7
355102,3551,3,1,6,1994,-7,-7,32,11,12,14,15,16,16,16,16,16,16,16,16,16,16,0,-7,-7,7,-3,-3,-3,-3,0,-7,-7,6,0,-7,-7,6,1,0,-7,-7,1,0,-7,-7,3,1,33,16,4,1,35,16,4,1,37,16,-7,-7,-7,-7,-7,-7,-7,4,1,39,16,4,1,41,16,75,4,1,43,16,56,4,1,45,16,62,4,1,46,16,-3,16,4,1,48,16,51,16,4,1,50,16,-7,16,3,0,-7,-7,-7,16,3,0,-7,-7,-7,512,-7
355201,3552,3,1,9,1993,-7,-7,29,9,11,12,12,12,12,12,12,12,14,14,14,14,14,0,-7,-7,7,0,-7,-7,8,0,-7,-7,6,0,-7,-7,6,4,0,-7,-7,1,0,-7,-7,2,1,26,13,3,1,28,14,3,1,30,14,-7,-7,-7,-7,-7,-7,-7,4,1,32,14,4,1,34,14,-7,4,1,36,14,47,4,1,38,14,47,4,1,40,14,63,14,4,1,42,14,-7,14,4,1,43,14,-7,14,4,1,46,14,-7,16,4,1,49,14,-7,512,-7
355202,3552,3,2,7,1996,-7,-7,32,9,11,12,12,12,12,12,12,12,14,14,14,14,14,0,-7,-7,7,0,-7,-7,8,0,-7,-7,6,0,-7,-7,6,4,0,-7,-7,1,0,-7,-7,2,1,26,13,3,1,28,14,3,1,30,14,-7,-7,-7,-7,-7,-7,-7,4,1,32,14,4,1,34,14,-7,4,1,36,14,75,4,1,38,14,71,4,1,40,14,99,14,4,1,42,14,49,14,4,1,43,14,63,14,4,1,46,14,-7,16,4,1,49,14,-7,512,-7
355401,3554,3,1,7,1980,-7,-7,16,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,5,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,2,0,-7,-7,3,1,47,12,3,1,49,12,3,1,50,12,3,1,53,12,-3,92,78,78,10,-7,-7,3,1,55,12,2,1,57,12,-7,3,1,59,12,-7,3,1,61,12,-7,3,1,63,12,-7,10,2,0,-7,-7,-7,10,2,0,-7,-7,-7,10,2,0,-7,-7,-7,10,2,0,-7,-7,-7,512,-7
355501,3555,3,1,3,1989,-7,-7,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,35,10,2,0,-7,-7,3,0,-7,-7,1,0,-7,-7,1,1,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,60,63,3,0,-7,-7,4,1,44,12,34,4,1,46,12,57,4,1,48,12,-7,4,1,50,12,-7,12,4,1,52,12,-7,12,4,1,54,12,-7,12,4,1,57,12,-7,12,2,1,60,12,-7,512,-7
355502,3555,3,2,4,1990,-7,-7,31,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,35,10,2,0,-7,-7,3,0,-7,-7,1,0,-7,-7,1,1,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,56,3,0,-7,-7,4,1,44,12,60,4,1,46,12,42,4,1,48,12,83,4,1,50,12,-7,12,4,1,52,12,-7,12,4,1,54,12,-7,12,4,1,57,12,-7,12,2,1,60,12,-7,512,-7
355601,3556,3,2,7,1981,-7,-7,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,20,12,2,1,23,12,3,1,24,12,3,1,26,12,4,1,0,-7,-7,2,1,34,12,3,1,36,12,3,1,37,12,3,1,40,12,-7,79,-7,-3,-7,-7,-7,3,1,42,12,3,1,44,12,-7,3,1,46,14,-7,4,1,48,14,-7,3,1,49,14,-7,12,3,1,51,14,-7,12,3,1,53,14,-7,12,3,1,56,14,-7,12,3,1,59,14,-7,512,-7
355602,3556,3,1,5,1984,-7,-7,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,20,12,2,1,23,12,3,1,24,12,3,1,26,12,4,1,0,-7,-7,2,1,34,12,3,1,36,12,3,1,37,12,3,1,40,12,-7,-7,-7,-7,-7,-7,-7,3,1,42,12,3,1,44,12,-7,3,1,46,14,-7,4,1,48,14,-7,3,1,49,14,-7,12,3,1,51,14,-7,12,3,1,53,14,-7,12,3,1,56,14,-7,12,3,1,59,14,-7,512,-7
355603,3556,3,1,3,1992,-7,-7,32,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,20,12,2,1,23,12,3,1,24,12,3,1,26,12,4,1,0,-7,-7,2,1,34,12,3,1,36,12,3,1,37,12,3,1,40,12,-7,-7,-7,-7,-7,-7,-7,3,1,42,12,3,1,44,12,-7,3,1,46,14,67,4,1,48,14,53,3,1,49,14,83,12,3,1,51,14,-7,12,3,1,53,14,-7,12,3,1,56,14,-7,12,3,1,59,14,-7,512,-7
355701,3557,3,1,1,1989,-7,-7,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,3,2,1,32,12,3,1,34,12,5,1,36,12,5,1,38,12,5,1,40,12,-7,-7,-7,-7,-7,70,54,5,1,42,12,5,1,44,12,32,5,1,46,12,53,5,1,48,12,-7,5,1,49,12,-7,12,5,1,51,12,-7,12,5,1,53,12,-7,12,4,1,56,12,-7,12,4,1,59,12,-7,512,-7
355702,3557,3,2,10,1990,-7,-7,29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,3,2,1,32,12,3,1,34,12,5,1,36,12,5,1,38,12,5,1,40,12,-7,-7,-7,-7,-7,-7,36,5,1,42,12,5,1,44,12,59,5,1,46,12,45,5,1,48,12,56,5,1,49,12,-7,12,5,1,51,12,-7,12,5,1,53,12,-7,12,4,1,56,12,-7,12,4,1,59,12,-7,512,-7
355703,3557,3,1,11,1991,-7,-7,30,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,3,2,1,32,12,3,1,34,12,5,1,36,12,5,1,38,12,5,1,40,12,-7,-7,-7,-7,-7,-7,-7,5,1,42,12,5,1,44,12,57,5,1,46,12,21,5,1,48,12,57,5,1,49,12,-7,12,5,1,51,12,-7,12,5,1,53,12,-7,12,4,1,56,12,-7,12,4,1,59,12,-7,512,-7
355801,3558,3,2,9,1987,-7,-7,24,10,12,13,13,16,14,14,17,17,17,17,17,17,17,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,1,25,13,2,3,1,28,13,4,1,30,13,4,1,32,13,4,1,34,13,4,1,36,13,-7,-7,-7,-7,-7,94,72,4,1,38,13,6,1,40,13,87,4,1,42,13,-7,4,1,44,13,-7,4,1,45,13,-7,16,3,1,47,13,-7,16,2,1,49,13,-7,16,3,1,52,13,-7,16,2,1,55,13,-7,512,-7
355802,3558,3,1,7,1990,-7,-7,27,10,12,13,13,16,14,14,17,17,17,17,17,17,17,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,1,25,13,2,3,1,28,13,4,1,30,13,4,1,32,13,4,1,34,13,4,1,36,13,-7,-7,-7,-7,-7,-7,39,4,1,38,13,6,1,40,13,54,4,1,42,13,75,4,1,44,13,36,4,1,45,13,-7,16,3,1,47,13,-7,16,2,1,49,13,-7,16,3,1,52,13,-7,16,2,1,55,13,-7,512,-7
356001,3560,3,2,2,1980,-7,-7,16,10,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,1,19,12,6,1,21,12,3,0,-7,-7,5,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,3,1,28,12,3,1,30,12,68,83,64,79,65,-7,-7,3,1,32,12,4,1,34,12,-7,3,1,36,12,-7,3,1,38,12,-7,3,1,40,12,-7,12,3,1,42,12,-7,12,3,1,44,12,-7,12,3,1,47,12,-7,12,3,1,50,12,-7,512,-7
356002,3560,3,1,8,1998,-7,-7,35,10,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,1,19,12,6,1,21,12,3,0,-7,-7,5,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,3,1,28,12,3,1,30,12,-7,-7,-7,-7,-7,-7,-7,3,1,32,12,4,1,34,12,-7,3,1,36,12,-7,3,1,38,12,-7,3,1,40,12,96,12,3,1,42,12,80,12,3,1,44,12,91,12,3,1,47,12,69,12,3,1,50,12,-7,512,-2
356401,3564,3,1,5,1988,-7,-7,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,25,12,2,0,-7,-7,1,0,-7,-7,1,0,-7,-7,1,2,0,-7,-7,3,1,38,16,3,1,40,16,4,1,42,16,3,0,-7,-7,-7,-7,-7,-7,-7,78,38,4,0,-7,-7,3,0,-7,-7,38,3,0,-7,-7,29,3,0,-7,-7,-7,6,0,-7,-7,-7,12,3,0,-7,-7,-7,12,3,1,51,12,-7,12,2,1,54,12,-7,12,2,1,57,12,-7,512,-7
356402,3564,3,1,7,1992,-7,-7,31,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,25,12,2,0,-7,-7,1,0,-7,-7,1,0,-7,-7,1,2,0,-7,-7,3,1,38,16,3,1,40,16,4,1,42,16,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,0,-7,-7,3,0,-7,-7,27,3,0,-7,-7,32,3,0,-7,-7,24,6,0,-7,-7,14,12,3,0,-7,-7,-7,12,3,1,51,12,-7,12,2,1,54,12,-7,12,2,1,57,12,-7,512,-7
356501,3565,3,1,9,1983,-7,-7,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,1,0,-7,-7,1,0,-7,-7,2,1,26,11,4,4,1,39,11,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-3,74,43,63,-7,4,0,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
356502,3565,3,2,11,1985,-7,-7,28,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,1,0,-7,-7,1,0,-7,-7,2,1,26,11,4,4,1,39,11,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,47,83,87,39,4,0,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,4,0,-7,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-2
356503,3565,3,2,10,1988,-7,-7,31,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,1,0,-7,-7,1,0,-7,-7,2,1,26,11,4,4,1,39,11,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,-7,-7,-7,-7,-7,69,47,4,0,-7,-7,4,0,-7,-7,41,4,0,-7,-7,63,4,0,-7,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
356601,3566,3,2,7,1981,-7,-7,23,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,1,24,12,2,1,26,12,3,1,28,12,3,1,30,12,4,5,1,33,12,5,1,35,12,5,1,36,12,5,1,39,12,5,1,41,12,-7,82,95,60,77,-7,-7,5,1,43,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,1,51,12,-7,12,4,1,53,12,-7,12,3,1,54,12,-7,12,2,1,57,12,-7,12,2,1,60,12,-7,512,-7
356602,3566,3,1,1,1985,-7,-7,26,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,1,24,12,2,1,26,12,3,1,28,12,3,1,30,12,4,5,1,33,12,5,1,35,12,5,1,36,12,5,1,39,12,5,1,41,12,-7,-7,-7,76,59,74,48,5,1,43,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,1,51,12,-7,12,4,1,53,12,-7,12,3,1,54,12,-7,12,2,1,57,12,-7,12,2,1,60,12,-7,512,-7
356603,3566,3,1,7,1987,-7,-7,29,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,1,24,12,2,1,26,12,3,1,28,12,3,1,30,12,4,5,1,33,12,5,1,35,12,5,1,36,12,5,1,39,12,5,1,41,12,-7,-7,-7,-7,77,80,94,5,1,43,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,1,51,12,-7,12,4,1,53,12,-7,12,3,1,54,12,-7,12,2,1,57,12,-7,12,2,1,60,12,-7,512,-7
356801,3568,3,2,4,1987,-7,-7,24,11,12,-7,-7,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,6,0,-7,-7,6,-7,-7,-7,-7,-7,-7,-7,-7,3,1,25,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,3,1,47,12,-7,12,3,1,49,12,-7,12,3,1,51,12,-7,512,-7
356802,3568,3,1,5,1989,-7,-7,26,11,12,-7,-7,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,6,0,-7,-7,6,-7,-7,-7,-7,-7,-7,-7,-7,3,1,25,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,3,1,47,12,-7,12,3,1,49,12,-7,12,3,1,51,12,-7,512,-7
356803,3568,3,2,5,1993,-7,-7,30,11,12,-7,-7,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,6,0,-7,-7,6,-7,-7,-7,-7,-7,-7,-7,-7,3,1,25,12,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,3,1,47,12,-7,12,3,1,49,12,-7,12,3,1,51,12,-7,512,-7
357201,3572,3,1,12,1982,-7,-7,18,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,5,0,-7,-7,6,1,23,12,3,1,25,12,4,3,0,-7,-7,4,1,31,10,5,1,33,10,5,1,35,10,5,1,37,10,-7,-7,89,98,87,94,-7,5,1,39,10,5,1,41,10,-7,5,1,43,10,-7,5,1,46,10,-7,5,1,47,10,-7,10,4,1,49,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
357202,3572,3,1,9,1985,8,2008,20,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,5,0,-7,-7,6,1,23,12,3,1,25,12,4,3,0,-7,-7,4,1,31,10,5,1,33,10,5,1,35,10,5,1,37,10,-7,-7,-7,95,97,92,81,5,1,39,10,5,1,41,10,-7,5,1,43,10,-7,5,1,46,10,-7,5,1,47,10,-7,10,4,1,49,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
357203,3572,3,2,1,1992,-7,-7,27,9,10,10,10,10,10,10,10,10,10,10,10,10,10,0,-7,-7,5,0,-7,-7,6,1,23,12,3,1,25,12,4,3,0,-7,-7,4,1,31,10,5,1,33,10,5,1,35,10,5,1,37,10,-7,-7,-7,-7,-7,-7,87,5,1,39,10,5,1,41,10,91,5,1,43,10,77,5,1,46,10,72,5,1,47,10,53,10,4,1,49,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
357301,3573,3,2,12,1985,-7,-7,23,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,1,1,33,13,3,4,1,35,13,4,1,37,13,4,1,39,13,4,1,41,13,4,1,43,13,-7,-7,-7,-3,84,90,71,4,1,45,13,4,1,47,13,-7,4,1,49,13,-7,4,1,51,13,-7,4,1,53,13,-7,14,4,1,55,13,-7,14,3,1,57,13,-7,14,2,1,59,13,-7,14,2,1,62,13,-7,512,-7
357302,3573,3,1,3,1988,-7,-7,25,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,4,0,-7,-7,4,0,-7,-7,1,1,33,13,3,4,1,35,13,4,1,37,13,4,1,39,13,4,1,41,13,4,1,43,13,-7,-7,-7,-7,54,86,64,4,1,45,13,4,1,47,13,88,4,1,49,13,83,4,1,51,13,-7,4,1,53,13,-7,14,4,1,55,13,-7,14,3,1,57,13,-7,14,2,1,59,13,-7,14,2,1,62,13,-7,512,-7
357601,3576,3,2,11,1982,-7,-7,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,21,12,2,1,23,12,2,1,25,12,3,1,28,12,3,4,1,30,12,4,1,32,12,4,1,34,12,4,1,36,12,4,1,38,12,-7,68,94,77,85,77,-7,4,1,40,12,4,1,42,12,-7,4,1,44,12,-7,4,1,46,12,-7,4,1,48,12,-7,12,4,1,49,12,-7,13,4,1,51,12,-7,13,3,1,54,12,-7,13,3,1,57,12,-7,512,-7
357602,3576,3,1,11,1987,-7,-7,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,21,12,2,1,23,12,2,1,25,12,3,1,28,12,3,4,1,30,12,4,1,32,12,4,1,34,12,4,1,36,12,4,1,38,12,-7,-7,-7,-7,38,95,95,4,1,40,12,4,1,42,12,92,4,1,44,12,-7,4,1,46,12,-7,4,1,48,12,-7,12,4,1,49,12,-7,13,4,1,51,12,-7,13,3,1,54,12,-7,13,3,1,57,12,-7,512,-7
358401,3584,3,1,6,1982,-7,-7,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,20,12,3,1,22,12,2,1,24,12,3,1,26,12,3,3,0,-7,-7,4,1,28,12,4,1,30,12,4,1,32,12,4,1,34,12,-7,-3,91,90,78,89,-7,3,0,-7,-7,4,1,39,12,-7,3,1,41,12,-7,3,1,42,12,-7,2,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
358402,3584,3,2,5,1988,-7,-7,28,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,20,12,3,1,22,12,2,1,24,12,3,1,26,12,3,3,0,-7,-7,4,1,28,12,4,1,30,12,4,1,32,12,4,1,34,12,-7,-7,-7,-7,-3,39,84,3,0,-7,-7,4,1,39,12,56,3,1,41,12,24,3,1,42,12,-7,2,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
